"","sampleCode","sampleCode.y","speciesCode","Plot.x","binomial","family","genus","plot_Binomial","Plot.y","Binomial","Abundance"
"PP_Tocoaq_30_Clusia AF-14913","MDP0420","MDP0420.mzXML","cluAF14913","PP_Tocoaq_30","Clusia AF-14913","Clusiaceae","Clusia","PP_Tocoaq_30_Clusia AF-14913",NA,NA,NA
"PP_Tocoaq_28_Licaria pucheri","MDP0495","MDP0495.mzXML","lic2puc","PP_Tocoaq_28","Licaria pucheri","Lauraceae","Licaria","PP_Tocoaq_28_Licaria pucheri",NA,NA,NA
"PP_Tocoaq_28_Weinmannia ovata","MDP0527","MDP0527.mzXML","weiova","PP_Tocoaq_28","Weinmannia ovata","Cunoniaceae","Weinmannia","PP_Tocoaq_28_Weinmannia ovata",NA,NA,NA
"PP_Tocoaq_28_Hieronyma fendleri","MDP0492","MDP0492.mzXML","hiefen","PP_Tocoaq_28","Hieronyma fendleri","Phyllanthaceae","Hieronyma","PP_Tocoaq_28_Hieronyma fendleri",NA,NA,NA
"PP_Tocoaq_28_Persea AF-12248","MDP0516","MDP0516.mzXML","per6AF12248","PP_Tocoaq_28","Persea AF-12248","Lauraceae","Persea","PP_Tocoaq_28_Persea AF-12248",NA,NA,NA
"PP_Tocoaq_30_Freziera dudleyi","MDP0426","MDP0426.mzXML","fredud","PP_Tocoaq_30","Freziera dudleyi","Pentaphylacaceae","Freziera","PP_Tocoaq_30_Freziera dudleyi",NA,NA,NA
"PP_Tocoaq_30_Persea AF-12172","MDP0450","MDP0450.mzXML","per6AF12172","PP_Tocoaq_30","Persea AF-12172","Lauraceae","Persea","PP_Tocoaq_30_Persea AF-12172",NA,NA,NA
"PP_Tocoaq_28_Clethra elongata","MDP0473","MDP0473.mzXML","cle3elo","PP_Tocoaq_28","Clethra elongata","Clethraceae","Clethra","PP_Tocoaq_28_Clethra elongata",NA,NA,NA
"PP_Tocoaq_30_Miconia AM-3726","MDP0437","MDP0437.mzXML","mic1AM3726","PP_Tocoaq_30","Miconia AM-3726","Melastomataceae","Miconia","PP_Tocoaq_30_Miconia AM-3726",NA,NA,NA
"PP_Tocoaq_30_Symplocos colorata","MDP0458","MDP0458.mzXML","sym2col","PP_Tocoaq_30","Symplocos colorata","Symplocaceae","Symplocos","PP_Tocoaq_30_Symplocos colorata",NA,NA,NA
"PP_Tocoaq_30_Myrcia sintenisii","MDP0442","MDP0442.mzXML","myr2sin","PP_Tocoaq_30","Myrcia sintenisii","Myrtaceae","Myrcia","PP_Tocoaq_30_Myrcia sintenisii",NA,NA,NA
"PP_Tocoaq_28_Miconia bangii","MDP0501","MDP0501.mzXML","mic1ban","PP_Tocoaq_28","Miconia bangii","Melastomataceae","Miconia","PP_Tocoaq_28_Miconia bangii",NA,NA,NA
"PP_Tocoaq_30_Miconia AF-7149","MDP0435","MDP0435.mzXML","mic1AF7149","PP_Tocoaq_30","Miconia AF-7149","Melastomataceae","Miconia","PP_Tocoaq_30_Miconia AF-7149",NA,NA,NA
"PP_Tocoaq_28_Guatteria oblongifolia","MDP0487","MDP0487.mzXML","gua4obl","PP_Tocoaq_28","Guatteria oblongifolia","Annonaceae","Guatteria","PP_Tocoaq_28_Guatteria oblongifolia",NA,NA,NA
"PP_Tocoaq_28_Ilex AM-3498","MDP0493","MDP0493.mzXML","ileAM3498","PP_Tocoaq_28","Ilex AM-3498","Aquifoliaceae","Ilex","PP_Tocoaq_28_Ilex AM-3498",NA,NA,NA
"PP_Tocoaq_30_Weinmannia ovata","MDP0459","MDP0459.mzXML","weiova","PP_Tocoaq_30","Weinmannia ovata","Cunoniaceae","Weinmannia","PP_Tocoaq_30_Weinmannia ovata",NA,NA,NA
"PP_Tocoaq_30_Ocotea AF-12244","MDP0446","MDP0446.mzXML","ocoAF12244","PP_Tocoaq_30","Ocotea AF-12244","Lauraceae","Ocotea","PP_Tocoaq_30_Ocotea AF-12244",NA,NA,NA
"PP_Tocoaq_28_Persea AM-3535","MDP0517","MDP0517.mzXML","per6AM3535","PP_Tocoaq_28","Persea AM-3535","Lauraceae","Persea","PP_Tocoaq_28_Persea AM-3535",NA,NA,NA
"PP_Tocoaq_30_Hieronyma fendleri","MDP0430","MDP0430.mzXML","hiefen","PP_Tocoaq_30","Hieronyma fendleri","Phyllanthaceae","Hieronyma","PP_Tocoaq_30_Hieronyma fendleri",NA,NA,NA
"PP_Tocoaq_28_Miconia elongata","MDP0503","MDP0503.mzXML","mic1elo","PP_Tocoaq_28","Miconia elongata","Melastomataceae","Miconia","PP_Tocoaq_28_Miconia elongata",NA,NA,NA
"PP_Tocoaq_28_Sciodaphyllum herzogii","MDP0523","MDP0523.mzXML","sci2her","PP_Tocoaq_28","Sciodaphyllum herzogii","Araliaceae","Sciodaphyllum","PP_Tocoaq_28_Sciodaphyllum herzogii",NA,NA,NA
"PP_Tocoaq_28_Piper secundum","MDP0519","MDP0519.mzXML","pip1sec","PP_Tocoaq_28","Piper secundum","Piperaceae","Piper","PP_Tocoaq_28_Piper secundum",NA,NA,NA
"PP_Tocoaq_30_Clethra revoluta","MDP0419","MDP0419.mzXML","cle3rev","PP_Tocoaq_30","Clethra revoluta","Clethraceae","Clethra","PP_Tocoaq_30_Clethra revoluta",NA,NA,NA
"PP_Tocoaq_28_Ocotea floribunda","MDP0512","MDP0512.mzXML","ocoflo","PP_Tocoaq_28","Ocotea floribunda","Lauraceae","Ocotea","PP_Tocoaq_28_Ocotea floribunda",NA,NA,NA
"PP_Tocoaq_30_Clusia lechleri","MDP0421","MDP0421.mzXML","clulec","PP_Tocoaq_30","Clusia lechleri","Clusiaceae","Clusia","PP_Tocoaq_30_Clusia lechleri",NA,NA,NA
"PP_Tocoaq_28_Axinaea JGM-31","MDP0465","MDP0465.mzXML","axiJGM31","PP_Tocoaq_28","Axinaea JGM-31","Melastomataceae","Axinaea","PP_Tocoaq_28_Axinaea JGM-31",NA,NA,NA
"PP_Tocoaq_28_Annona RSS-85","MDP0464","MDP0464.mzXML","annRSS85","PP_Tocoaq_28","Annona RSS-85","Annonaceae","Annona","PP_Tocoaq_28_Annona RSS-85",NA,NA,NA
"PP_Tocoaq_28_Clusia lechleri","MDP0476","MDP0476.mzXML","clulec","PP_Tocoaq_28","Clusia lechleri","Clusiaceae","Clusia","PP_Tocoaq_28_Clusia lechleri",NA,NA,NA
"PP_Tocoaq_30_Geissanthus ambigua","MDP0427","MDP0427.mzXML","geiamb","PP_Tocoaq_30","Geissanthus ambigua","Primulaceae","Geissanthus","PP_Tocoaq_30_Geissanthus ambigua",NA,NA,NA
"PP_Tocoaq_30_Clethra peruviana","MDP0418","MDP0418.mzXML","cle3per","PP_Tocoaq_30","Clethra peruviana","Clethraceae","Clethra","PP_Tocoaq_30_Clethra peruviana",NA,NA,NA
"PP_Tocoaq_30_Faramea candelabrum","MDP0425","MDP0425.mzXML","farcan","PP_Tocoaq_30","Faramea candelabrum","Rubiaceae","Faramea","PP_Tocoaq_30_Faramea candelabrum",NA,NA,NA
"PP_Tocoaq_30_Prunus AF-8816A","MDP0454","MDP0454.mzXML","pru2AF8816A","PP_Tocoaq_30","Prunus AF-8816A","Rosaceae","Prunus","PP_Tocoaq_30_Prunus AF-8816A",NA,NA,NA
"PP_Tocoaq_30_Ocotea albida","MDP0447","MDP0447.mzXML","ocoalb1","PP_Tocoaq_30","Ocotea albida","Lauraceae","Ocotea","PP_Tocoaq_30_Ocotea albida",NA,NA,NA
"PP_Tocoaq_28_Endlicheria AF-17634","MDP0480","MDP0480.mzXML","endAF17634","PP_Tocoaq_28","Endlicheria AF-17634","Lauraceae","Endlicheria","PP_Tocoaq_28_Endlicheria AF-17634",NA,NA,NA
"PP_Tocoaq_28_Alchornea grandiflora","MDP0462","MDP0462.mzXML","alcgra","PP_Tocoaq_28","Alchornea grandiflora","Euphorbiaceae","Alchornea","PP_Tocoaq_28_Alchornea grandiflora",NA,NA,NA
"PP_Tocoaq_30_Clusia trochiformis","MDP0422","MDP0422.mzXML","clutro","PP_Tocoaq_30","Clusia trochiformis","Clusiaceae","Clusia","PP_Tocoaq_30_Clusia trochiformis",NA,NA,NA
"PP_Tocoaq_30_Ocotea micrantha","MDP0449","MDP0449.mzXML","ocomic","PP_Tocoaq_30","Ocotea micrantha","Lauraceae","Ocotea","PP_Tocoaq_30_Ocotea micrantha",NA,NA,NA
"PP_Tocoaq_30_Myrsine AM-3700","MDP0443","MDP0443.mzXML","myr8AM3700","PP_Tocoaq_30","Myrsine AM-3700","Primulaceae","Myrsine","PP_Tocoaq_30_Myrsine AM-3700",NA,NA,NA
"PP_Tocoaq_28_Hedyosmum racemosum","MDP0489","MDP0489.mzXML","hedrac","PP_Tocoaq_28","Hedyosmum racemosum","Chloranthaceae","Hedyosmum","PP_Tocoaq_28_Hedyosmum racemosum",NA,NA,NA
"PP_Tocoaq_28_Elaeagia mariae","MDP0479","MDP0479.mzXML","elamar","PP_Tocoaq_28","Elaeagia mariae","Rubiaceae","Elaeagia","PP_Tocoaq_28_Elaeagia mariae",NA,NA,NA
"PP_Tocoaq_30_Ocotea comata","MDP0448","MDP0448.mzXML","ococom","PP_Tocoaq_30","Ocotea comata","Lauraceae","Ocotea","PP_Tocoaq_30_Ocotea comata",NA,NA,NA
"PP_Tocoaq_28_Chalybea AM-3664","MDP0470","MDP0470.mzXML","cha2AM3664","PP_Tocoaq_28","Chalybea AM-3664","Melastomataceae","Chalybea","PP_Tocoaq_28_Chalybea AM-3664",NA,NA,NA
"PP_Tocoaq_30_Prunus stipulata","MDP0455","MDP0455.mzXML","pru2sti","PP_Tocoaq_30","Prunus stipulata","Rosaceae","Prunus","PP_Tocoaq_30_Prunus stipulata",NA,NA,NA
"PP_Tocoaq_28_Myrsine pellucida","MDP0508","MDP0508.mzXML","myr8pel","PP_Tocoaq_28","Myrsine pellucida","Primulaceae","Myrsine","PP_Tocoaq_28_Myrsine pellucida",NA,NA,NA
"PP_Tocoaq_30_Hedyosmum lechleri","MDP0429","MDP0429.mzXML","hedlec","PP_Tocoaq_30","Hedyosmum lechleri","Chloranthaceae","Hedyosmum","PP_Tocoaq_30_Hedyosmum lechleri",NA,NA,NA
"PP_Tocoaq_28_Ocotea albida","MDP0510","MDP0510.mzXML","ocoalb1","PP_Tocoaq_28","Ocotea albida","Lauraceae","Ocotea","PP_Tocoaq_28_Ocotea albida",NA,NA,NA
"PP_Tocoaq_28_Cinchona calisaya","MDP0471","MDP0471.mzXML","cin1cal","PP_Tocoaq_28","Cinchona calisaya","Rubiaceae","Cinchona","PP_Tocoaq_28_Cinchona calisaya",NA,NA,NA
"PP_Tocoaq_30_Alchornea grandiflora","MDP0414","MDP0414.mzXML","alcgra","PP_Tocoaq_30","Alchornea grandiflora","Euphorbiaceae","Alchornea","PP_Tocoaq_30_Alchornea grandiflora",NA,NA,NA
"PP_Tocoaq_28_Meliosma petalodentata","MDP0498","MDP0498.mzXML","melpet","PP_Tocoaq_28","Meliosma petalodentata","Sabiaceae","Meliosma","PP_Tocoaq_28_Meliosma petalodentata",NA,NA,NA
"PP_Tocoaq_30_Chalybea AM-3664","MDP0417","MDP0417.mzXML","cha2AM3664","PP_Tocoaq_30","Chalybea AM-3664","Melastomataceae","Chalybea","PP_Tocoaq_30_Chalybea AM-3664",NA,NA,NA
"PP_Tocoaq_30_Miconia AM-3656","MDP0436","MDP0436.mzXML","mic1AM3656","PP_Tocoaq_30","Miconia AM-3656","Melastomataceae","Miconia","PP_Tocoaq_30_Miconia AM-3656",NA,NA,NA
"PP_Tocoaq_30_Elaeagia mariae","MDP0423","MDP0423.mzXML","elamar","PP_Tocoaq_30","Elaeagia mariae","Rubiaceae","Elaeagia","PP_Tocoaq_30_Elaeagia mariae",NA,NA,NA
"PP_Tocoaq_30_Miconia incachacana","MDP0439","MDP0439.mzXML","mic1inc","PP_Tocoaq_30","Miconia incachacana","Melastomataceae","Miconia","PP_Tocoaq_30_Miconia incachacana",NA,NA,NA
"PP_Tocoaq_28_Ocotea puberula","MDP0514","MDP0514.mzXML","ocopub","PP_Tocoaq_28","Ocotea puberula","Lauraceae","Ocotea","PP_Tocoaq_28_Ocotea puberula",NA,NA,NA
"PP_Tocoaq_30_Myrsine pellucida","MDP0445","MDP0445.mzXML","myr8pel","PP_Tocoaq_30","Myrsine pellucida","Primulaceae","Myrsine","PP_Tocoaq_30_Myrsine pellucida",NA,NA,NA
"PP_Tocoaq_30_Ilex AM-3498","MDP0431","MDP0431.mzXML","ileAM3498","PP_Tocoaq_30","Ilex AM-3498","Aquifoliaceae","Ilex","PP_Tocoaq_30_Ilex AM-3498",NA,NA,NA
"PP_Tocoaq_30_Brunellia boliviana","MDP0416","MDP0416.mzXML","bru1bol","PP_Tocoaq_30","Brunellia boliviana","Brunelliaceae","Brunellia","PP_Tocoaq_30_Brunellia boliviana",NA,NA,NA
"PP_Tocoaq_30_Mollinedia repanda","MDP0441","MDP0441.mzXML","molrep","PP_Tocoaq_30","Mollinedia repanda","Monimiaceae","Mollinedia","PP_Tocoaq_30_Mollinedia repanda",NA,NA,NA
"PP_Tocoaq_30_Annona RSS-85","MDP0415","MDP0415.mzXML","annRSS85","PP_Tocoaq_30","Annona RSS-85","Annonaceae","Annona","PP_Tocoaq_30_Annona RSS-85",NA,NA,NA
"PP_Tocoaq_28_Cabralea canjerana","MDP0468","MDP0468.mzXML","cabcan","PP_Tocoaq_28","Cabralea canjerana","Meliaceae","Cabralea","PP_Tocoaq_28_Cabralea canjerana",NA,NA,NA
"PP_Tocoaq_30_Ruagea ovalis","MDP0456","MDP0456.mzXML","ruaova","PP_Tocoaq_30","Ruagea ovalis","Meliaceae","Ruagea","PP_Tocoaq_30_Ruagea ovalis",NA,NA,NA
"PP_Tocoaq_30_Persea areolatocostae","MDP0452","MDP0452.mzXML","per6are","PP_Tocoaq_30","Persea areolatocostae","Lauraceae","Persea","PP_Tocoaq_30_Persea areolatocostae",NA,NA,NA
"PP_Yarimi_9_Bignonia uleana","MDP0791","MDP0791.mzXML","bigule","PP_Yarimi_9","Bignonia uleana","Bignoniaceae","Bignonia","PP_Yarimi_9_Bignonia uleana",NA,NA,NA
"PP_Yarimi_9_Gallesia integrifolia","MDP0800","MDP0800.mzXML","gal2int","PP_Yarimi_9","Gallesia integrifolia","Petiveriaceae","Gallesia","PP_Yarimi_9_Gallesia integrifolia",NA,NA,NA
"PP_Yarimi_9_Guapira opposita","MDP0801","MDP0801.mzXML","gua2opp","PP_Yarimi_9","Guapira opposita","Nyctaginaceae","Guapira","PP_Yarimi_9_Guapira opposita",NA,NA,NA
"PP_Yarimi_9_Capparidastrum coimbranum","MDP0792","MDP0792.mzXML","capcoi","PP_Yarimi_9","Capparidastrum coimbranum","Capparaceae","Capparidastrum","PP_Yarimi_9_Capparidastrum coimbranum",NA,NA,NA
"PP_Yarimi_9_Achatocarpus praecox","MDP0787","MDP0787.mzXML","achpra","PP_Yarimi_9","Achatocarpus praecox","Achatocarpaceae","Achatocarpus","PP_Yarimi_9_Achatocarpus praecox",NA,NA,NA
"PP_Yarimi_9_Trichilia pleeana","MDP0818","MDP0818.mzXML","tri1ple","PP_Yarimi_9","Trichilia pleeana","Meliaceae","Trichilia","PP_Yarimi_9_Trichilia pleeana",NA,NA,NA
"PP_Yarimi_9_Cariniana ianeirensis","MDP0793","MDP0793.mzXML","car4ian","PP_Yarimi_9","Cariniana ianeirensis","Lecythidaceae","Cariniana","PP_Yarimi_9_Cariniana ianeirensis",NA,NA,NA
"PP_Yarimi_9_Chrysophyllum gonocarpum","MDP0797","MDP0797.mzXML","chr2gon","PP_Yarimi_9","Chrysophyllum gonocarpum","Sapotaceae","Chrysophyllum","PP_Yarimi_9_Chrysophyllum gonocarpum",NA,NA,NA
"PP_Yarimi_9_Trichilia claussenii","MDP0816","MDP0816.mzXML","tri1cla","PP_Yarimi_9","Trichilia claussenii","Meliaceae","Trichilia","PP_Yarimi_9_Trichilia claussenii",NA,NA,NA
"PP_Yarimi_9_Trichilia elegans","MDP0817","MDP0817.mzXML","tri1ele","PP_Yarimi_9","Trichilia elegans","Meliaceae","Trichilia","PP_Yarimi_9_Trichilia elegans",NA,NA,NA
"PP_Yarimi_9_Simira rubescens","MDP0814","MDP0814.mzXML","sim2rub","PP_Yarimi_9","Simira rubescens","Rubiaceae","Simira","PP_Yarimi_9_Simira rubescens",NA,NA,NA
"PP_Yarimi_9_Ceiba speciosa","MDP0795","MDP0795.mzXML","ceispe","PP_Yarimi_9","Ceiba speciosa","Malvaceae","Ceiba","PP_Yarimi_9_Ceiba speciosa",NA,NA,NA
"PP_Yarimi_9_Sapindus saponaria","MDP0812","MDP0812.mzXML","sap1sap","PP_Yarimi_9","Sapindus saponaria","Sapindaceae","Sapindus","PP_Yarimi_9_Sapindus saponaria",NA,NA,NA
"PP_Yarimi_9_Neea hermaphrodita","MDP0808","MDP0808.mzXML","neeher","PP_Yarimi_9","Neea hermaphrodita","Nyctaginaceae","Neea","PP_Yarimi_9_Neea hermaphrodita",NA,NA,NA
"PP_Yarimi_9_Ficus obtusifolia","MDP0799","MDP0799.mzXML","ficobt","PP_Yarimi_9","Ficus obtusifolia","Moraceae","Ficus","PP_Yarimi_9_Ficus obtusifolia",NA,NA,NA
"PP_Yarimi_9_Phyllostylon rhamnoides","MDP0810","MDP0810.mzXML","phy3rha","PP_Yarimi_9","Phyllostylon rhamnoides","Ulmaceae","Phyllostylon","PP_Yarimi_9_Phyllostylon rhamnoides",NA,NA,NA
"PP_Yarimi_9_Oxandra espintana","MDP0809","MDP0809.mzXML","oxaesp","PP_Yarimi_9","Oxandra espintana","Annonaceae","Oxandra","PP_Yarimi_9_Oxandra espintana",NA,NA,NA
"PP_Yarimi_9_Lonchocarpus MJM-7613","MDP0803","MDP0803.mzXML","lonMJM7613","PP_Yarimi_9","Lonchocarpus MJM-7613","Fabaceae","Lonchocarpus","PP_Yarimi_9_Lonchocarpus MJM-7613",NA,NA,NA
"PP_Yarimi_9_Machaerium nyctitans","MDP0805","MDP0805.mzXML","mac1nyc","PP_Yarimi_9","Machaerium nyctitans","Fabaceae","Machaerium","PP_Yarimi_9_Machaerium nyctitans",NA,NA,NA
"PP_Yarimi_9_Ampelocera ruizii","MDP0789","MDP0789.mzXML","amp1rui","PP_Yarimi_9","Ampelocera ruizii","Ulmaceae","Ampelocera","PP_Yarimi_9_Ampelocera ruizii",NA,NA,NA
"PP_Yarimi_9_Pseudobombax septenatum","MDP0811","MDP0811.mzXML","pse1sep","PP_Yarimi_9","Pseudobombax septenatum","Malvaceae","Pseudobombax","PP_Yarimi_9_Pseudobombax septenatum",NA,NA,NA
"PP_Yarimi_9_Casearia gossypiosperma","MDP0794","MDP0794.mzXML","casgos","PP_Yarimi_9","Casearia gossypiosperma","Salicaceae","Casearia","PP_Yarimi_9_Casearia gossypiosperma",NA,NA,NA
"PP_Yarimi_9_Celtis loxensis","MDP0796","MDP0796.mzXML","cel2lox","PP_Yarimi_9","Celtis loxensis","Cannabaceae","Celtis","PP_Yarimi_9_Celtis loxensis",NA,NA,NA
"PP_Yarimi_9_Agonandra peruviana","MDP0788","MDP0788.mzXML","ago1per","PP_Yarimi_9","Agonandra peruviana","Opiliaceae","Agonandra","PP_Yarimi_9_Agonandra peruviana",NA,NA,NA
"PP_Yarimi_9_Urera baccifera","MDP0819","MDP0819.mzXML","urebac","PP_Yarimi_9","Urera baccifera","Urticaceae","Urera","PP_Yarimi_9_Urera baccifera",NA,NA,NA
"PP_Yarimi_9_Luehea splendens","MDP0804","MDP0804.mzXML","lue1spl","PP_Yarimi_9","Luehea splendens","Malvaceae","Luehea","PP_Yarimi_9_Luehea splendens",NA,NA,NA
"PP_Yarimi_9_Senegalia polyphylla","MDP0813","MDP0813.mzXML","sen1pol","PP_Yarimi_9","Senegalia polyphylla","Fabaceae","Senegalia","PP_Yarimi_9_Senegalia polyphylla",NA,NA,NA
"PP_Yarimi_9_Hura crepitans","MDP0802","MDP0802.mzXML","hurcre","PP_Yarimi_9","Hura crepitans","Euphorbiaceae","Hura","PP_Yarimi_9_Hura crepitans",NA,NA,NA
"PP_Yarimi_9_Myrocarpus venezuelensis","MDP0806","MDP0806.mzXML","myr6ven","PP_Yarimi_9","Myrocarpus venezuelensis","Fabaceae","Myrocarpus","PP_Yarimi_9_Myrocarpus venezuelensis",NA,NA,NA
"PP_Yarimi_9_Eugenia uniflora","MDP0798","MDP0798.mzXML","euguni","PP_Yarimi_9","Eugenia uniflora","Myrtaceae","Eugenia","PP_Yarimi_9_Eugenia uniflora",NA,NA,NA
"PP_Yarimi_9_Sweetia fruticosa","MDP0815","MDP0815.mzXML","swefru","PP_Yarimi_9","Sweetia fruticosa","Fabaceae","Sweetia","PP_Yarimi_9_Sweetia fruticosa",NA,NA,NA
"PP_Yarimi_9_Myroxylon peruiferum","MDP0807","MDP0807.mzXML","myr7per","PP_Yarimi_9","Myroxylon peruiferum","Fabaceae","Myroxylon","PP_Yarimi_9_Myroxylon peruiferum",NA,NA,NA
"PP_Yarimi_9_Anadenanthera colubrina","MDP0790","MDP0790.mzXML","anacol","PP_Yarimi_9","Anadenanthera colubrina","Fabaceae","Anadenanthera","PP_Yarimi_9_Anadenanthera colubrina",NA,NA,NA
